QuarterEnd,X1_Scrap_Price,X2_Electricity_Price,X3_Natural_Gas_Price,X4_Diesel_Price,X5_Rail_Price,X7_Hourly_Wage,X10_Graphite_Price,X13_PPI_All_Commodities,X8_US_Scrap_Exports,X9_US_Dollar_Index,X6_Disaster_Cost_Sum,X6_Disaster_Event_Count,X11_Economic_Policy_Uncertainty
1999-09-30,,,2.5533333333333332,,101.46666666666665,,129.7,126.86666666666667,,,0.0,0.0,80.35120391845703
1999-12-31,,,2.486666666666667,,101.59999999999998,,129.43333333333334,127.93333333333334,,,0.0,0.0,73.65889739990234
2000-03-31,,,2.6233333333333335,,102.13333333333333,,127.2,129.63333333333335,,,0.0,0.0,78.55083719889323
2000-06-30,,,3.64,,102.33333333333333,,124.89999999999999,132.03333333333333,,,0.0,0.0,99.44239552815755
2000-09-30,,,4.493333333333333,,102.73333333333333,,124.2,133.76666666666665,,,0.0,0.0,73.03860346476237
2000-12-31,,4.73,6.4799999999999995,,103.36666666666667,,124.5,135.53333333333333,,,0.0,0.0,135.1820068359375
2001-03-31,,4.843333333333334,6.336666666666667,,103.89999999999999,,122.39999999999999,137.76666666666668,,,0.0,0.0,136.20464579264322
2001-06-30,,5.266666666666667,4.366666666666667,,103.83333333333333,,121.3,136.23333333333335,,,0.0,0.0,119.88516743977864
2001-09-30,,5.293333333333333,2.7566666666666664,,104.63333333333333,,120.5,133.36666666666667,,,0.0,0.0,162.81968688964844
2001-12-31,,4.763333333333334,2.3666666666666667,,105.76666666666667,,118.60000000000001,129.4,,,0.0,0.0,189.83068339029947
2002-03-31,,4.74,2.5566666666666666,,106.26666666666667,,113.23333333333333,128.9,,,0.0,0.0,116.85738881429036
2002-06-30,,5.026666666666666,3.3966666666666665,,106.46666666666665,,111.3,130.83333333333334,,,0.0,0.0,105.31820933024089
2002-09-30,,5.013333333333334,3.2099999999999995,,106.7,,111.33333333333333,131.66666666666666,,,0.0,0.0,141.87612915039062
2002-12-31,,4.783333333333333,4.303333333333334,,107.0,,111.10000000000001,133.06666666666666,,,0.0,0.0,150.53545125325522
2003-03-31,,5.0,6.3566666666666665,,107.7,,110.83333333333333,138.03333333333333,,,0.0,0.0,190.66619364420572
2003-06-30,,5.293333333333333,5.63,,109.0,,109.8,137.16666666666666,,,0.0,0.0,136.52840677897134
2003-09-30,,5.246666666666667,4.88,,109.2,,111.7,138.06666666666666,,,0.0,0.0,101.67212422688802
2003-12-31,100.0,4.913333333333333,5.076666666666667,,109.46666666666665,,112.16666666666667,139.23333333333335,,,0.0,0.0,82.54189046223958
2004-03-31,108.7,5.056666666666667,5.633333333333333,,110.89999999999999,,115.06666666666666,142.20000000000002,,,0.0,0.0,87.16999053955078
2004-06-30,131.33333333333334,5.423333333333333,6.103333333333333,,112.23333333333333,,117.53333333333335,146.26666666666668,,,0.0,0.0,87.40314229329427
2004-09-30,144.36666666666667,5.436666666666667,5.496666666666667,,113.83333333333333,,118.86666666666667,147.70000000000002,,,0.0,0.0,93.97198232014973
2004-12-31,148.13333333333333,5.153333333333333,6.366666666666667,,116.53333333333335,,118.8,150.53333333333333,,,0.0,0.0,93.85669708251953
2005-03-31,151.0666666666667,5.29,6.416666666666667,,118.86666666666667,,127.53333333333335,152.06666666666666,,,0.0,0.0,55.91288630167643
2005-06-30,148.0666666666667,5.8066666666666675,6.9366666666666665,,123.39999999999999,,132.06666666666666,154.53333333333333,,,0.0,0.0,78.49740854899089
2005-09-30,141.9,6.133333333333333,9.636666666666665,,126.3,,131.66666666666666,158.70000000000002,,,0.0,0.0,79.10887908935547
2005-12-31,143.70000000000002,5.8500000000000005,12.256666666666668,,132.23333333333332,,132.9333333333333,164.29999999999998,,,0.0,0.0,69.97486750284831
2006-03-31,144.4,5.93,7.706666666666666,,132.03333333333333,20.05,137.26666666666668,162.76666666666668,,100.21645384615384,0.0,0.0,66.52635320027669
2006-06-30,146.93333333333334,6.34,6.54,,135.16666666666666,20.169999999999998,142.5,165.4,,98.59815846153846,0.0,0.0,77.34926350911458
2006-09-30,150.13333333333333,6.3933333333333335,6.07,,139.16666666666666,20.336666666666666,143.03333333333333,166.70000000000002,,98.03443384615385,0.0,0.0,72.58030064900716
2006-12-31,151.16666666666666,6.0566666666666675,6.663333333333334,,137.23333333333335,20.496666666666666,145.96666666666667,164.13333333333333,,97.55281692307693,0.0,0.0,52.08922576904297
2007-03-31,150.23333333333332,6.19,7.22,2.5965,136.13333333333333,20.666666666666668,142.0666666666667,166.70000000000002,,97.439534375,0.0,0.0,65.9666353861491
2007-06-30,152.1,6.523333333333333,7.53,2.8303333333333334,138.6,20.853333333333335,139.26666666666668,172.83333333333334,,94.92673692307693,0.0,0.0,66.57931645711263
2007-09-30,151.5,6.6066666666666665,6.173333333333333,2.907666666666666,142.53333333333333,20.993333333333336,140.73333333333335,173.66666666666666,,93.16536615384616,0.0,0.0,81.56090037027995
2007-12-31,150.4,6.29,6.983333333333333,3.2840000000000003,146.4,21.116666666666667,141.5666666666667,177.4333333333333,,89.82536515151516,0.0,0.0,104.73237609863281
2008-03-31,159.9333333333333,6.4799999999999995,8.646666666666667,3.5323333333333333,151.9,21.27,152.23333333333335,183.86666666666667,,88.3274323076923,0.0,0.0,133.27717081705728
2008-06-30,189.73333333333335,7.273333333333333,11.38,4.405,156.29999999999998,21.456666666666667,155.63333333333333,196.0,,86.81096769230768,0.0,0.0,92.00267283121745
2008-09-30,211.66666666666666,7.3500000000000005,9.006666666666666,4.354333333333333,163.5,21.679999999999996,156.06666666666666,200.46666666666667,,88.85020757575758,0.0,0.0,144.81256103515625
2008-12-31,197.79999999999998,6.88,6.413333333333334,2.978333333333333,157.4,21.853333333333335,159.20000000000002,178.03333333333333,,99.4315893939394,0.0,0.0,187.4381103515625
